Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (evaluations),Tuition fees up to date,Curricular units 1st sem (evaluations),Admission grade,Course,Age at enrollment,Previous qualification (grade),Father's occupation,Application mode,Mother's occupation,Curricular units 2nd sem (enrolled),GDP,Curricular units 1st sem (enrolled),Mother's qualification,Father's qualification,Scholarship holder,Target_binary
0,0.0,0,0.0,0,1,0,119.7,171,21,120.0,7,1,4,0,3.51,0,3,19,0,1
0,0.0,6,13.833333333333334,7,1,6,137.8,9238,18,157.0,5,1,9,6,-4.06,6,38,37,1,1
8,15.11111111111111,8,13.6,10,1,15,110.0,9670,32,110.0,7,7,7,8,0.79,11,37,37,0,0
7,13.258571428571427,7,13.258571428571427,11,1,11,120.5,9500,19,135.0,7,1,7,8,1.74,8,1,37,0,0
5,14.0,4,14.25,10,1,8,125.0,9670,20,125.0,7,17,9,6,1.74,6,38,1,0,0
5,13.428571428571429,5,12.4,9,1,6,131.4,9991,34,130.0,9,1,3,5,0.79,5,2,37,0,0
7,13.6,7,13.6,8,1,8,121.8,9500,19,132.0,7,1,4,8,-1.7,8,1,37,1,0
7,13.814285714285717,7,13.814285714285717,8,1,8,130.3,9500,18,144.0,5,1,5,8,-1.7,8,19,19,1,0
7,12.285714285714286,7,12.714285714285714,7,1,7,127.4,9853,18,133.0,9,17,9,7,-0.92,7,38,38,1,0
5,12.288,5,12.288,15,1,15,126.0,9500,18,139.0,1,1,4,8,1.74,8,3,1,0,1
6,13.833333333333334,6,14.166666666666666,7,1,6,130.0,9003,27,140.0,9,39,5,6,2.02,6,3,1,0,0
6,13.11111111111111,6,14.857142857142858,10,1,7,123.3,9085,19,138.0,4,1,1,6,1.79,6,3,1,1,0
6,12.0,6,12.833333333333334,6,1,6,121.6,9238,18,130.0,5,1,9,6,1.79,6,38,19,0,0
4,11.0,3,10.0,10,1,8,120.0,9147,21,140.0,3,1,7,5,-1.7,5,19,19,0,1
6,12.857142857142858,6,11.833333333333334,7,1,6,127.9,9773,20,137.0,5,43,9,6,-4.06,6,38,37,0,0
6,11.683333333333332,6,11.683333333333332,7,1,7,132.3,9500,19,131.0,5,17,4,7,0.32,7,2,38,0,0
0,0.0,0,0.0,10,0,8,144.1,9003,26,170.0,5,17,9,6,-0.92,6,1,4,0,1
4,11.2,5,11.6,8,1,9,128.9,9070,18,125.0,3,17,3,6,3.51,6,1,3,1,0
3,11.666666666666666,4,12.5,8,1,13,144.5,8014,45,133.1,7,39,5,6,-0.92,6,38,37,0,1
8,13.88125,8,13.88125,8,1,8,131.0,9500,18,140.0,7,1,2,8,-3.12,8,1,1,1,0
6,13.285714285714286,6,12.166666666666666,7,1,8,115.7,9238,21,123.0,9,17,9,6,2.02,6,1,1,0,0
6,12.833333333333334,5,12.0,6,1,6,132.0,9773,18,140.0,9,1,9,6,-1.7,6,19,38,1,0
8,12.28125,6,11.983333333333334,12,1,11,114.5,9500,18,125.0,5,17,5,8,-0.92,7,19,19,0,0
13,11.461538461538462,18,11.88888888888889,13,1,22,125.3,9003,21,133.0,9,17,9,13,-4.06,18,38,37,0,0
1,11.0,5,12.4,11,1,9,113.0,9853,21,121.0,7,1,7,6,-1.7,6,19,19,0,1
7,12.464285714285714,7,12.464285714285714,8,1,8,121.3,9500,20,127.0,7,17,9,8,1.74,8,19,37,1,0
3,12.666666666666666,3,12.0,9,1,8,108.7,9147,21,115.0,5,18,5,5,-3.12,5,1,37,0,0
5,13.2,6,13.571428571428571,9,1,8,115.0,9254,36,150.0,9,39,9,6,-1.7,6,37,37,0,0
0,0.0,0,0.0,0,1,0,133.0,171,18,133.0,7,43,5,0,-4.06,0,19,19,0,0
2,10.0,3,11.0,7,1,9,128.2,9991,34,130.0,9,43,9,7,-3.12,8,37,37,0,1
8,14.22222222222222,7,13.542857142857144,9,1,7,137.4,9500,19,144.0,10,1,9,8,-0.92,7,38,1,0,0
5,11.142857142857142,6,12.0,12,1,8,126.8,9070,18,124.0,4,1,4,6,0.79,6,19,37,1,0
6,13.833333333333334,6,14.666666666666666,6,1,6,146.7,8014,21,150.0,7,44,9,6,1.79,6,1,37,1,0
6,15.833333333333334,6,15.142857142857142,6,1,7,159.7,9238,18,153.0,7,17,7,6,-1.7,6,38,38,1,0
0,0.0,0,0.0,0,0,0,110.0,9238,18,117.0,8,1,9,6,2.02,6,19,1,0,1
6,12.166666666666666,6,12.666666666666666,6,1,7,126.0,8014,22,134.0,99,17,4,6,0.32,6,1,19,0,0
0,0.0,0,0.0,8,0,7,128.0,9556,32,140.0,9,43,9,8,1.74,7,37,37,0,1
3,10.0,3,12.666666666666666,12,1,10,108.7,9853,21,115.0,5,43,2,6,-3.12,6,3,37,0,1
4,12.0,5,11.833333333333334,6,1,9,126.7,9853,18,133.0,7,1,7,6,-4.06,6,37,19,0,0
7,12.90857142857143,7,12.90857142857143,11,1,11,128.0,9500,18,144.0,7,1,5,8,1.74,8,38,38,1,0
6,12.333333333333334,4,14.0,9,1,10,124.5,9773,19,128.0,4,1,4,6,-3.12,6,1,19,1,0
6,12.666666666666666,5,13.2,6,1,7,129.9,9238,20,132.0,7,1,9,6,1.74,6,37,37,0,0
6,13.666666666666666,6,14.0,8,1,7,128.2,9130,18,131.0,8,17,2,6,1.79,6,12,12,0,0
8,13.744444444444444,6,13.766666666666666,9,1,9,118.4,9500,20,131.0,7,17,5,8,-0.92,7,38,1,1,1
0,0.0,0,0.0,7,1,7,161.9,9991,59,100.0,1,39,1,5,-0.92,5,37,37,0,1
5,14.0,5,14.8,6,1,6,139.8,9085,20,145.0,10,1,9,5,-1.7,5,38,38,0,0
5,13.0,5,14.333333333333334,8,1,10,122.3,9085,18,130.0,5,1,5,5,-3.12,5,1,38,0,0
7,13.0,7,13.0,8,1,8,137.8,9500,18,149.0,9,1,9,8,-1.7,8,19,1,0,0
6,13.833333333333334,6,12.666666666666666,6,1,6,141.7,9238,22,127.0,3,1,4,6,1.74,6,1,19,0,1
0,0.0,0,0.0,6,1,6,130.0,9003,28,133.1,10,39,9,6,2.02,6,37,1,0,1
0,0.0,2,11.5,7,0,11,120.0,9003,27,133.1,8,39,9,6,3.51,6,1,19,0,1
17,15.023529411764704,26,15.07777777777778,17,1,27,133.4,9500,23,168.0,4,42,9,17,-4.06,26,37,1,0,0
0,0.0,0,0.0,0,0,0,111.0,9991,28,133.1,9,39,7,5,3.51,5,37,37,0,1
6,12.857142857142858,5,12.666666666666666,10,1,8,116.6,9254,19,125.0,7,17,4,6,-0.92,6,1,19,1,0
9,12.6,11,12.636363636363637,11,1,11,142.2,9147,21,140.0,6,53,6,9,3.51,11,1,1,1,0
8,12.0,9,12.333333333333334,12,1,14,130.0,9991,30,140.0,9,43,9,10,-3.12,10,37,37,0,0
3,13.333333333333334,6,11.833333333333334,6,1,6,129.8,9070,20,128.0,3,1,3,6,-3.12,6,19,19,0,0
3,11.0,4,11.5,12,1,9,111.8,9238,19,117.0,9,1,9,6,3.51,6,19,19,0,1
4,14.25,5,13.6,10,1,12,130.0,9130,21,137.0,7,17,5,6,1.79,6,38,19,0,0
5,14.714285714285714,5,11.833333333333334,9,1,9,125.2,9119,19,136.0,3,18,2,5,1.79,5,3,2,0,0
3,11.666666666666666,4,11.5,13,1,20,120.0,9085,32,120.0,7,7,7,9,-4.06,10,37,37,0,1
4,12.75,4,14.6,5,0,12,133.6,9085,22,135.0,1,1,1,5,-3.12,5,3,2,0,1
5,13.4,4,11.75,5,1,7,132.4,9130,20,125.0,2,1,2,5,0.32,5,3,3,0,0
7,13.614285714285714,7,13.614285714285714,8,1,8,130.8,9500,18,150.0,1,1,1,8,-1.7,8,19,38,0,0
7,13.812857142857142,7,14.00375,11,1,8,119.6,9500,20,129.0,5,1,5,8,-4.06,7,19,19,1,0
2,13.0,4,11.6,14,1,8,131.0,9130,19,138.0,4,1,2,6,2.02,6,3,19,0,1
0,0.0,0,0.0,0,1,1,130.2,9238,18,147.0,0,18,4,6,1.74,1,38,34,0,1
7,12.6375,4,13.625,8,1,16,130.0,9500,32,130.0,3,7,3,7,1.79,7,37,37,0,0
6,11.6,6,11.6,7,1,7,126.3,9500,18,136.0,9,1,9,7,0.32,7,37,37,1,0
3,11.0,4,11.75,10,1,10,134.7,9147,22,134.0,2,1,2,5,0.32,5,3,2,0,0
3,14.666666666666666,6,12.0,8,0,9,160.0,9130,36,160.0,3,44,3,6,1.79,6,1,37,0,1
1,10.0,3,11.666666666666666,15,0,9,120.6,9254,19,123.0,7,17,9,6,1.74,6,38,37,0,1
0,0.0,0,0.0,5,0,13,128.2,9130,30,133.1,90,39,90,5,-3.12,5,12,36,1,1
5,13.666666666666666,5,13.4,9,1,8,113.7,9853,20,121.0,7,17,5,6,-3.12,6,38,38,1,0
0,0.0,4,12.8,17,1,12,101.3,9085,20,130.0,4,17,9,6,1.79,6,19,1,0,1
8,12.6875,7,12.828571428571427,8,1,8,146.6,9500,37,133.1,3,39,9,8,0.79,7,37,37,0,0
6,12.375,6,15.23076923076923,10,1,13,127.4,9085,19,126.0,9,1,9,6,-4.06,6,1,1,0,0
7,14.571428571428571,7,15.0,7,1,8,110.0,9853,40,110.0,1,7,2,7,1.79,7,41,3,0,0
0,0.0,0,0.0,0,1,0,140.2,9773,20,144.0,2,1,3,6,-0.92,6,3,3,0,1
4,13.75,4,13.0,9,0,10,115.0,9773,25,133.1,9,39,7,6,-1.7,6,19,1,0,1
0,0.0,0,0.0,0,1,12,151.0,9773,18,151.0,5,10,0,6,-3.12,6,38,37,0,1
7,14.725714285714288,7,14.725714285714288,8,1,8,121.0,9500,19,137.0,4,1,2,8,1.74,8,3,38,1,0
1,12.0,1,10.0,7,1,6,119.5,9119,18,144.0,0,42,0,5,1.74,5,34,34,0,1
3,12.0,4,13.75,9,1,13,160.0,9130,24,150.0,5,39,9,5,-3.12,5,19,19,0,0
6,12.166666666666666,6,12.166666666666666,6,1,7,112.0,9238,19,133.1,4,1,3,6,1.79,6,1,1,0,0
2,11.0,1,12.0,14,1,10,137.4,9238,18,137.0,8,18,5,6,1.74,6,19,38,0,0
0,0.0,0,0.0,0,0,0,128.2,9853,30,140.0,4,39,9,6,-1.7,6,19,1,0,1
7,14.142857142857142,7,14.428571428571429,7,1,7,142.8,9853,19,141.0,8,17,9,7,-0.92,7,19,19,1,0
2,10.0,4,10.75,10,1,14,110.0,9991,38,130.0,9,43,9,10,0.32,10,37,37,0,1
8,14.575,7,13.6125,8,1,8,100.0,9500,18,136.0,2,43,2,8,0.79,7,3,3,0,0
5,12.0,6,12.125,16,1,11,148.2,9085,27,133.1,9,39,9,6,1.79,6,37,37,0,0
0,0.0,1,10.0,5,1,10,132.1,9147,21,145.0,4,17,4,5,2.02,5,19,38,0,1
6,11.5,5,11.4,9,1,7,118.0,9238,20,133.1,192,1,191,6,3.51,6,38,38,1,0
6,13.166666666666666,6,13.166666666666666,6,1,6,116.4,9238,18,116.0,6,1,9,6,3.51,6,38,38,0,0
2,11.5,3,11.333333333333334,8,0,13,105.0,9085,34,110.0,6,43,4,6,0.79,6,3,19,0,1
6,14.5,6,13.833333333333334,6,1,6,121.5,9773,19,125.0,7,18,4,6,3.51,6,1,1,0,0
0,0.0,0,0.0,0,1,0,137.6,171,20,147.0,4,17,5,0,-1.7,0,19,1,1,0
3,11.0,4,11.25,8,1,8,125.3,9991,41,100.0,9,39,9,5,0.32,5,37,37,0,1
6,14.15,6,14.15,7,1,7,120.5,9500,19,131.0,1,1,2,7,0.32,7,4,4,0,0
3,10.666666666666666,3,10.333333333333334,10,1,11,113.4,9147,20,120.0,3,17,3,5,1.79,5,19,19,0,0
6,14.666666666666666,6,11.714285714285714,6,1,8,156.5,9238,18,154.0,9,1,9,6,-1.7,6,38,38,1,0
4,10.75,4,11.0,9,1,9,119.1,9238,18,132.0,0,1,0,6,0.32,6,34,34,0,0
8,14.125,7,12.242857142857144,8,1,7,119.5,9556,21,130.0,8,1,3,8,-4.06,7,1,38,1,0
5,12.166666666666666,6,13.571428571428571,11,1,8,126.9,9238,18,130.0,6,16,5,6,-3.12,6,37,37,0,0
6,12.5,6,13.666666666666666,9,1,10,121.1,9853,19,127.0,3,17,3,7,1.79,7,19,38,0,1
7,13.828571428571427,7,13.828571428571427,8,1,8,137.5,9500,19,149.0,9,1,9,8,-1.7,8,3,1,0,0
0,0.0,0,0.0,0,1,0,110.8,9238,19,116.0,10,1,8,6,-0.92,6,38,19,0,1
2,10.0,3,11.666666666666666,11,0,10,110.0,9773,19,127.0,6,43,9,6,-0.92,6,1,1,0,1
7,13.857142857142858,12,14.0,12,1,14,114.4,8014,45,121.0,9,1,9,7,0.32,12,37,37,0,0
6,15.625,6,15.0,8,1,7,162.0,9085,19,162.0,4,43,4,6,1.79,6,2,1,0,0
2,11.0,3,11.333333333333334,7,1,11,105.0,9773,23,119.0,5,43,5,6,-0.92,6,19,37,0,0
5,11.1,4,12.65,9,1,11,114.8,9500,19,122.0,3,1,4,7,1.79,7,3,1,1,0
4,12.0,3,11.666666666666666,5,1,7,122.4,9670,19,121.0,8,1,2,5,-3.12,5,3,19,0,0
3,12.525,4,14.0,14,1,12,143.7,9500,27,133.1,161,39,151,7,1.79,7,37,38,0,0
6,13.7,6,13.7,7,1,7,133.0,9500,26,130.0,7,39,9,7,0.32,7,37,37,1,0
8,13.3125,7,14.1,8,1,9,128.5,9556,18,134.0,7,17,7,8,-1.7,7,19,38,1,0
0,0.0,0,0.0,7,1,18,100.8,9500,24,133.1,10,39,4,7,0.79,7,1,1,0,1
5,14.2,5,14.6,6,1,7,168.5,9070,21,152.0,1,1,9,6,-0.92,6,2,1,0,0
8,13.76375,8,13.76375,8,1,8,126.5,9500,18,137.0,8,1,4,8,-3.12,8,38,38,0,0
5,11.8,3,12.0,16,1,12,100.0,9003,30,120.0,4,39,1,12,-4.06,12,2,2,0,1
0,0.0,0,0.0,0,1,0,176.0,171,18,169.0,7,1,9,0,1.79,0,19,37,1,0
7,15.798571428571426,7,15.798571428571426,8,1,8,138.5,9500,20,153.0,5,1,9,8,1.74,8,38,19,1,0
8,14.355555555555554,7,13.694285714285714,9,1,7,137.8,9500,19,152.0,5,1,3,8,2.02,7,41,19,0,0
0,0.0,0,0.0,5,0,5,130.0,9119,23,130.0,4,44,3,5,-4.06,5,19,3,0,1
2,13.5,3,11.333333333333334,8,0,9,138.8,9147,18,143.0,6,1,4,5,3.51,5,1,1,0,0
4,12.75,6,12.166666666666666,8,1,6,134.4,9773,20,133.0,7,1,7,6,-3.12,6,19,19,1,0
4,12.25,5,11.6,11,0,13,140.0,9003,23,140.0,9,44,3,6,1.79,6,1,19,0,1
0,0.0,0,0.0,0,0,0,124.5,9254,26,137.0,10,39,5,6,-0.92,6,1,1,0,1
4,10.25,2,12.5,6,0,6,122.0,9670,18,136.0,5,51,5,5,-3.12,5,19,19,0,1
0,0.0,0,0.0,9,0,5,110.3,9147,26,110.0,9,39,9,5,1.74,5,37,37,0,1
5,14.2,6,12.333333333333334,7,1,6,130.6,9670,18,139.0,7,1,5,6,0.79,6,38,19,0,0
8,12.805555555555555,7,12.718571428571428,11,1,7,130.7,9500,18,140.0,3,17,4,8,2.02,7,1,1,1,1
6,10.857142857142858,14,12.428571428571429,13,1,16,150.0,9003,25,150.0,2,44,2,9,-4.06,14,3,2,0,1
6,12.333333333333334,6,11.5,7,1,8,123.3,9238,19,125.0,181,17,144,6,1.79,6,1,38,1,0
10,14.5,12,13.416666666666666,10,1,19,110.0,8014,39,110.0,9,7,9,10,-0.92,13,37,37,0,0
7,13.771428571428572,6,14.333333333333334,9,1,8,105.8,9500,22,110.0,7,1,9,8,2.02,7,19,19,0,0
6,12.5,4,12.25,9,1,10,140.0,9991,41,140.0,9,44,9,7,-3.12,6,37,37,0,0
5,10.833333333333334,3,12.4,8,1,14,116.8,9147,20,121.0,5,1,4,5,0.79,5,3,19,0,0
4,13.0,5,12.0,9,1,9,117.8,9147,20,123.0,5,1,4,5,3.51,5,1,19,0,0
6,13.285714285714286,6,12.5,7,1,6,121.8,8014,22,120.0,6,44,7,6,1.79,6,19,37,0,0
0,0.0,2,10.5,5,1,12,118.5,9147,25,135.0,4,51,4,5,2.02,5,1,1,0,1
4,13.25,7,13.571428571428571,14,0,12,128.3,9238,23,130.0,5,53,5,9,3.51,9,1,19,0,1
0,0.0,0,0.0,0,1,0,130.0,9670,30,133.1,9,39,9,6,-3.12,6,37,19,0,1
6,11.833333333333334,6,11.333333333333334,9,1,9,111.1,9238,18,116.0,7,17,7,6,3.51,6,19,19,1,0
7,12.16,7,12.16,11,1,11,101.5,9500,24,140.0,7,39,7,8,1.74,8,38,37,0,0
11,13.583333333333334,12,14.5,15,1,12,160.1,171,19,145.0,4,1,2,11,3.51,12,40,1,1,0
0,0.0,0,0.0,0,0,0,140.0,171,25,140.0,7,43,9,0,-4.06,0,38,37,0,1
6,14.285714285714286,6,13.625,7,1,8,119.6,9670,18,122.0,3,17,2,6,2.02,6,3,1,0,0
4,12.75,3,11.666666666666666,7,1,10,140.0,9147,34,130.0,7,39,4,5,-3.12,5,19,37,0,0
9,13.77777777777778,7,13.571428571428571,9,1,7,147.7,9070,22,150.0,9,44,3,9,1.79,7,12,37,1,0
2,13.5,0,0.0,9,1,10,131.5,9085,21,121.0,3,17,1,5,0.32,5,19,37,0,1
7,11.635714285714286,7,11.635714285714286,8,1,8,100.5,9500,43,133.1,7,39,9,8,1.74,8,37,38,0,0
0,0.0,0,0.0,12,1,12,134.8,9853,18,133.1,0,17,4,6,0.32,6,12,1,0,1
0,0.0,0,0.0,0,1,0,107.2,9670,42,110.0,99,39,90,6,-1.7,6,19,19,0,1
9,13.555555555555555,11,12.909090909090908,15,1,19,155.0,171,24,145.0,3,16,3,13,1.79,17,3,3,0,0
3,10.5,3,10.8,6,1,15,117.3,9147,19,126.0,6,5,5,5,0.79,5,19,38,0,0
8,13.7125,7,12.725,8,1,8,115.2,9500,20,119.0,4,1,4,8,0.79,7,1,1,1,0
8,14.0475,7,14.072222222222225,8,1,11,130.2,9500,21,141.0,8,1,9,8,-4.06,7,37,37,0,0
6,11.714285714285714,5,12.6,11,1,12,140.0,9003,22,140.0,1,44,9,6,1.79,6,1,38,0,0
5,12.2,5,11.6,8,1,6,139.4,9147,41,133.1,7,39,9,5,0.32,5,37,37,0,0
4,11.25,3,10.5,10,1,12,107.4,9147,20,113.0,5,1,9,5,1.79,5,38,38,0,0
3,12.666666666666666,6,13.0,18,1,9,150.0,9085,22,150.0,4,44,2,6,1.79,6,3,19,0,0
8,13.38125,8,13.38125,8,1,8,131.5,9500,20,137.0,4,1,5,8,-3.12,8,19,19,1,0
0,0.0,3,11.0,6,1,6,120.4,9119,20,120.0,9,17,9,5,1.74,5,10,12,0,1
3,11.333333333333334,2,10.0,7,1,14,110.0,9991,37,120.0,9,39,9,5,-1.7,5,37,37,0,0
3,11.666666666666666,5,13.0,12,0,12,130.0,9085,19,130.0,9,43,4,6,0.79,6,19,38,0,0
6,12.333333333333334,8,11.875,7,1,11,114.0,8014,44,133.1,9,39,9,6,-1.7,8,37,19,0,0
8,14.2,8,14.2,8,1,8,126.8,9500,20,141.0,3,18,4,8,-3.12,8,1,1,1,0
5,12.25,5,12.8,9,1,6,139.0,9670,21,133.1,10,1,9,6,1.74,6,1,37,0,0
4,13.25,5,13.6,6,1,5,138.9,9130,18,141.0,10,1,4,5,1.74,5,1,1,0,0
6,13.0,5,14.0,8,1,8,133.9,9773,19,130.0,6,1,9,6,1.74,6,38,37,1,0
12,10.923076923076923,14,10.466666666666669,16,1,26,110.0,9147,52,110.0,9,7,9,12,0.79,15,37,37,0,0
5,15.4,5,15.333333333333334,6,1,8,130.0,9085,29,120.0,4,39,1,5,-3.12,5,19,19,0,1
0,0.0,0,0.0,9,0,5,115.8,9147,49,133.1,9,42,9,5,1.74,5,37,37,0,1
8,13.775,7,13.79714285714286,8,1,7,142.3,9500,18,143.0,6,1,5,8,1.79,7,19,19,1,0
0,0.0,0,0.0,13,1,18,100.5,9556,24,133.1,10,39,9,7,2.02,7,1,1,0,1
5,13.666666666666666,4,13.0,9,1,10,144.3,9853,18,160.0,10,17,4,6,-3.12,6,1,38,0,0
9,15.77777777777778,11,14.727272727272728,9,1,11,148.3,9254,47,120.0,9,39,9,9,1.74,11,1,19,0,0
5,11.8,4,13.25,11,1,9,120.8,9773,20,118.0,7,17,5,6,1.79,6,1,38,0,0
5,12.2,5,15.4,7,1,8,132.6,9853,18,142.0,4,1,9,6,0.32,6,12,12,0,0
7,12.221428571428572,6,13.133333333333333,12,1,8,114.9,9500,18,125.0,9,1,9,8,-0.92,7,19,19,0,0
2,13.5,5,14.2,5,1,6,146.8,9119,25,120.0,10,39,5,5,-0.92,5,1,1,0,0
0,0.0,1,13.0,5,0,6,144.6,9085,24,150.0,2,1,4,5,0.32,5,12,2,0,1
5,12.0,6,11.857142857142858,7,1,9,108.0,8014,37,120.0,7,39,9,6,0.79,7,38,37,1,0
3,11.5,5,11.8,12,1,10,111.1,9119,19,117.0,5,1,3,5,2.02,5,1,1,1,0
3,14.2,4,11.6,9,1,10,111.0,9119,18,111.0,8,18,9,5,1.79,5,1,19,0,1
6,12.0,5,11.2,6,1,8,138.0,8014,42,130.0,7,39,9,6,3.51,6,37,37,0,0
8,14.63375,7,14.668,8,1,10,156.9,9500,18,152.0,8,1,3,8,-4.06,7,19,37,1,0
5,13.833333333333334,6,14.833333333333334,10,1,8,120.0,9085,22,125.0,4,51,9,6,2.02,6,1,1,0,0
5,11.6,4,12.25,8,1,9,132.5,9853,22,150.0,6,17,5,6,1.74,6,37,37,0,0
0,0.0,5,11.8,9,1,6,128.1,9773,21,140.0,1,1,4,6,-0.92,6,1,39,0,1
0,0.0,0,0.0,0,0,0,120.0,9003,24,133.1,6,39,1,6,0.79,6,1,1,0,1
0,0.0,0,0.0,8,1,8,128.0,9500,18,141.0,90,1,90,8,1.74,8,19,1,0,1
6,11.333333333333334,5,13.2,6,1,8,135.9,9238,18,131.0,9,1,9,6,-3.12,6,37,1,0,0
4,12.0,5,13.285714285714286,10,0,12,130.0,9130,21,130.0,1,44,4,6,-0.92,6,3,1,0,1
7,11.69,7,11.69,8,1,8,127.3,9500,18,145.0,3,1,2,8,1.74,8,4,2,0,0
7,13.657142857142857,7,12.271428571428572,10,1,7,139.8,9556,24,144.0,144,1,193,8,1.74,7,19,19,0,0
7,12.875,6,13.314285714285717,10,1,10,140.0,9556,22,140.0,5,53,4,8,3.51,7,1,19,1,0
5,11.2,5,12.6,7,1,10,121.9,9853,19,131.0,8,17,4,6,1.74,6,1,38,0,0
0,0.0,1,14.0,5,1,5,111.6,9670,35,170.0,0,43,0,5,-3.12,5,34,34,0,1
0,0.0,2,11.5,10,1,11,117.8,9147,19,130.0,9,1,7,5,-1.7,5,37,38,1,1
12,12.333333333333334,12,12.333333333333334,14,1,14,121.5,9500,22,120.0,0,43,90,14,0.32,14,37,34,0,0
6,13.5,6,15.428571428571429,7,1,7,122.2,9085,20,118.0,7,17,4,6,0.79,6,1,38,1,0
5,13.0,6,12.285714285714286,10,1,8,125.0,9254,41,130.0,9,39,9,6,3.51,6,37,37,0,0
2,11.0,3,11.0,12,1,12,131.0,9254,21,133.1,5,17,4,6,-3.12,6,1,1,0,1
2,10.666666666666666,5,11.5,9,1,11,115.0,9147,19,142.0,171,43,141,5,0.79,5,38,19,0,0
7,13.817142857142857,7,13.817142857142857,8,1,8,122.0,9500,20,132.0,7,1,9,8,1.74,8,38,37,1,0
6,12.375,6,14.166666666666666,8,1,6,132.0,9070,19,126.0,9,1,9,6,1.74,6,19,38,1,0
3,12.0,2,11.5,10,1,11,113.6,9991,26,122.0,3,1,9,5,0.32,5,37,37,0,0
7,13.29,7,13.29,11,1,11,120.0,9500,25,130.0,7,39,5,8,-3.12,8,38,37,1,0
7,12.142857142857142,7,13.285714285714286,11,1,8,126.4,9070,26,150.0,7,43,3,8,1.79,7,3,39,0,0
0,0.0,0,0.0,0,1,0,100.0,171,27,110.0,2,39,5,0,-3.12,0,12,3,0,1
0,0.0,0,0.0,5,1,5,143.2,9991,35,133.1,9,39,9,5,2.02,5,37,37,0,1
4,12.25,4,11.6,7,1,9,114.0,9119,20,121.0,3,1,2,5,0.32,5,3,1,0,0
0,0.0,0,0.0,5,0,5,140.0,9119,34,140.0,9,39,9,5,-4.06,5,34,34,0,1
4,12.8,6,13.0,15,1,7,140.0,9085,21,140.0,3,44,3,6,1.79,6,1,19,0,0
5,12.666666666666666,4,12.0,6,1,5,115.2,9991,24,130.0,10,39,4,5,1.79,5,1,1,0,0
6,13.2,6,14.714285714285714,16,1,9,131.6,9085,20,140.0,7,1,4,7,1.79,7,1,19,0,0
6,13.0,5,12.6,6,1,6,140.4,9238,22,154.0,9,1,9,6,1.74,6,38,37,1,0
6,13.285714285714286,6,14.833333333333334,8,1,6,128.8,9670,19,141.0,7,17,8,6,3.51,6,1,19,0,0
6,14.571428571428571,6,14.666666666666666,7,1,6,126.3,9773,20,135.0,5,1,5,6,3.51,6,37,37,1,0
4,13.0,5,12.2,10,1,9,109.7,9853,19,117.0,9,1,4,6,-3.12,6,1,38,0,0
4,10.0,2,10.5,9,1,12,134.8,9147,24,133.1,8,39,9,5,-0.92,5,38,38,0,0
4,12.5,4,11.25,6,1,9,166.9,9130,18,156.0,5,17,3,5,0.32,5,2,9,0,0
0,0.0,0,0.0,0,1,0,143.8,171,19,135.0,2,1,9,0,-1.7,0,19,4,0,0
1,12.0,4,11.5,8,0,10,100.0,9003,44,133.1,9,39,9,7,-4.06,10,37,37,0,1
5,13.0,6,12.5,7,1,6,116.1,9773,19,115.0,4,1,9,6,1.79,6,38,1,0,0
3,10.333333333333334,4,12.0,11,1,16,140.0,9003,35,140.0,4,39,9,6,0.79,6,37,37,0,1
0,0.0,0,0.0,0,1,0,120.0,171,22,120.0,2,43,2,0,0.32,0,3,3,0,0
7,11.571428571428571,7,11.571428571428571,15,1,15,112.0,9500,19,120.0,8,43,5,8,-1.7,8,1,1,1,0
7,12.142857142857142,5,12.2,10,1,8,120.0,9070,23,120.0,3,44,9,9,-0.92,7,19,1,0,1
3,11.0,0,0.0,10,1,6,117.6,9773,18,127.0,5,43,5,6,-0.92,6,19,1,0,0
5,11.77777777777778,6,11.285714285714286,12,1,11,140.0,9003,20,140.0,5,44,4,6,-0.92,6,1,1,0,0
6,10.833333333333334,6,11.333333333333334,11,1,8,122.0,9254,18,136.0,4,1,4,6,0.32,6,12,1,0,0
7,12.9125,7,11.828571428571427,10,1,7,100.0,9500,18,141.0,10,43,4,8,0.79,7,4,19,0,0
4,11.0,6,10.833333333333334,10,1,10,113.8,9254,21,112.0,5,1,9,6,0.32,6,38,19,0,0
0,0.0,0,0.0,6,0,6,110.0,9003,48,123.0,9,39,9,6,2.02,6,37,37,0,1
6,11.666666666666666,6,12.0,6,1,8,117.0,8014,33,120.0,6,39,9,6,1.74,6,37,37,0,0
6,12.666666666666666,6,12.833333333333334,6,1,6,115.0,9773,19,133.1,5,17,4,6,-0.92,6,3,1,0,0
1,16.0,0,0.0,4,1,2,100.0,9556,18,147.0,2,43,3,4,1.74,2,3,4,0,0
8,13.3875,7,13.385714285714286,8,1,8,121.3,9556,19,139.0,8,17,9,8,1.74,7,19,19,1,0
8,13.9375,7,14.424285714285714,8,1,7,127.0,9500,18,135.0,4,17,4,8,2.02,7,1,1,0,0
5,11.2,5,10.2,7,1,8,111.3,9147,20,120.0,10,1,5,5,1.79,5,38,38,0,0
4,13.4,6,11.166666666666666,7,1,8,124.3,9254,19,126.0,9,17,9,6,-0.92,6,1,1,1,0
